"year","jurisdiction","race.ethnicity","avg.scale.score","accommodations.permitted"
2019,"California","Hispanic",206.760539232582,"yes"
2019,"California","Two or more races",232.560565540414,"yes"
2019,"California","White",233.976213060773,"yes"
1992,"Colorado","All students",216.525360492548,"no"
1992,"Colorado","American Indian/Alaska Native",NA,"no"
1992,"Colorado","Asian/Pacific Islander",216.624029393265,"no"
1992,"Colorado","Black",200.212939108864,"no"
1992,"Colorado","Hispanic",201.60412487499,"no"
1992,"Colorado","Two or more races",NA,"no"
1992,"Colorado","White",221.24539869478,"no"
1994,"Colorado","All students",213.480890325464,"no"
1994,"Colorado","American Indian/Alaska Native",NA,"no"
1994,"Colorado","Asian/Pacific Islander",205.409338475267,"no"
1994,"Colorado","Black",191.756235665676,"no"
1994,"Colorado","Hispanic",191.419518218336,"no"
1994,"Colorado","Two or more races",NA,"no"
1994,"Colorado","White",220.368830012113,"no"
1998,"Colorado","All students",220.241012312641,"yes"
1998,"Colorado","All students",221.653243253878,"no"
1998,"Colorado","American Indian/Alaska Native",NA,"yes"
1998,"Colorado","American Indian/Alaska Native",NA,"no"
1998,"Colorado","Asian/Pacific Islander",NA,"yes"
1998,"Colorado","Asian/Pacific Islander",222.25412514944,"no"
1998,"Colorado","Black",196.69411286857,"yes"
1998,"Colorado","Black",200.022052422389,"no"
1998,"Colorado","Hispanic",200.678597231168,"yes"
1998,"Colorado","Hispanic",201.17200169566,"no"
1998,"Colorado","Two or more races",NA,"yes"
1998,"Colorado","Two or more races",NA,"no"
1998,"Colorado","White",226.309676448915,"yes"
1998,"Colorado","White",228.048337393515,"no"
2000,"Colorado","All students",NA,"yes"
2000,"Colorado","All students",NA,"no"
2000,"Colorado","American Indian/Alaska Native",NA,"yes"
2000,"Colorado","American Indian/Alaska Native",NA,"no"
2000,"Colorado","Asian/Pacific Islander",NA,"yes"
2000,"Colorado","Asian/Pacific Islander",NA,"no"
2000,"Colorado","Black",NA,"yes"
2000,"Colorado","Black",NA,"no"
2000,"Colorado","Hispanic",NA,"yes"
2000,"Colorado","Hispanic",NA,"no"
2000,"Colorado","Two or more races",NA,"yes"
2000,"Colorado","Two or more races",NA,"no"
2000,"Colorado","White",NA,"yes"
2000,"Colorado","White",NA,"no"
2002,"Colorado","All students",NA,"yes"
2002,"Colorado","American Indian/Alaska Native",NA,"yes"
2002,"Colorado","Asian/Pacific Islander",NA,"yes"
2002,"Colorado","Black",NA,"yes"
2002,"Colorado","Hispanic",NA,"yes"
2002,"Colorado","Two or more races",NA,"yes"
2002,"Colorado","White",NA,"yes"
2003,"Colorado","All students",223.660981961028,"yes"
2003,"Colorado","American Indian/Alaska Native",NA,"yes"
2003,"Colorado","Asian/Pacific Islander",224.516774963239,"yes"
2003,"Colorado","Black",208.118803939054,"yes"
2003,"Colorado","Hispanic",204.78750645484,"yes"
2003,"Colorado","Two or more races",NA,"yes"
2003,"Colorado","White",231.605682682069,"yes"
2005,"Colorado","All students",223.656130003748,"yes"
2005,"Colorado","American Indian/Alaska Native",NA,"yes"
2005,"Colorado","Asian/Pacific Islander",231.083969254328,"yes"
2005,"Colorado","Black",207.209529618104,"yes"
2005,"Colorado","Hispanic",205.812270936812,"yes"
2005,"Colorado","Two or more races",NA,"yes"
2005,"Colorado","White",232.16185507436,"yes"
2007,"Colorado","All students",223.732652896462,"yes"
2007,"Colorado","American Indian/Alaska Native",NA,"yes"
2007,"Colorado","Asian/Pacific Islander",233.359651648454,"yes"
2007,"Colorado","Black",209.721605302768,"yes"
2007,"Colorado","Hispanic",203.675930832043,"yes"
2007,"Colorado","Two or more races",NA,"yes"
2007,"Colorado","White",233.627624633457,"yes"
2009,"Colorado","All students",225.696640590332,"yes"
2009,"Colorado","American Indian/Alaska Native",NA,"yes"
2009,"Colorado","Asian/Pacific Islander",237.754620965213,"yes"
2009,"Colorado","Black",212.739914144759,"yes"
2009,"Colorado","Hispanic",204.417600340521,"yes"
2009,"Colorado","Two or more races",NA,"yes"
2009,"Colorado","White",236.366435170483,"yes"
2011,"Colorado","All students",223.433843627772,"yes"
2011,"Colorado","American Indian/Alaska Native",NA,"yes"
2011,"Colorado","Asian/Pacific Islander",233.812614696282,"yes"
2011,"Colorado","Black",207.405968343984,"yes"
2011,"Colorado","Hispanic",202.986901142614,"yes"
2011,"Colorado","Two or more races",232.212933714513,"yes"
2011,"Colorado","White",235.657075245497,"yes"
2013,"Colorado","All students",226.663219629357,"yes"
2013,"Colorado","American Indian/Alaska Native",NA,"yes"
2013,"Colorado","Asian/Pacific Islander",230.729506839081,"yes"
2013,"Colorado","Black",202.954826769952,"yes"
2013,"Colorado","Hispanic",210.407442230946,"yes"
2013,"Colorado","Two or more races",224.221134296567,"yes"
2013,"Colorado","White",237.198844662112,"yes"
2015,"Colorado","All students",224.023224923274,"yes"
2015,"Colorado","American Indian/Alaska Native",NA,"yes"
2015,"Colorado","Asian/Pacific Islander",NA,"yes"
2015,"Colorado","Black",214.339429740824,"yes"
2015,"Colorado","Hispanic",206.356480915409,"yes"
2015,"Colorado","Two or more races",232.470849510665,"yes"
2015,"Colorado","White",235.748016672036,"yes"
2017,"Colorado","All students",224.691618694193,"yes"
2017,"Colorado","American Indian/Alaska Native",NA,"yes"
2017,"Colorado","Asian/Pacific Islander",236.105684664136,"yes"
2017,"Colorado","Black",206.314381540915,"yes"
2017,"Colorado","Hispanic",209.278876083704,"yes"
2017,"Colorado","Two or more races",227.854867908925,"yes"
2017,"Colorado","White",235.40508283729,"yes"
2019,"Colorado","All students",224.862437298554,"yes"
2019,"Colorado","American Indian/Alaska Native",NA,"yes"
2019,"Colorado","Asian/Pacific Islander",228.976521203918,"yes"
2019,"Colorado","Black",211.931219479647,"yes"
2019,"Colorado","Hispanic",208.415107019905,"yes"
2019,"Colorado","Two or more races",232.127536674437,"yes"
2019,"Colorado","White",235.464661103404,"yes"
1992,"Connecticut","All students",221.612642451919,"no"
1992,"Connecticut","American Indian/Alaska Native",NA,"no"
1992,"Connecticut","Asian/Pacific Islander",NA,"no"
1992,"Connecticut","Black",195.41389222033,"no"
1992,"Connecticut","Hispanic",187.248991442561,"no"
1992,"Connecticut","Two or more races",NA,"no"
1992,"Connecticut","White",229.798156704326,"no"
1994,"Connecticut","All students",222.417598625519,"no"
1994,"Connecticut","American Indian/Alaska Native",NA,"no"
1994,"Connecticut","Asian/Pacific Islander",224.68656357796,"no"
1994,"Connecticut","Black",188.68197682828,"no"
1994,"Connecticut","Hispanic",182.910131539295,"no"
1994,"Connecticut","Two or more races",NA,"no"
1994,"Connecticut","White",233.445772277117,"no"
1998,"Connecticut","All students",230.004508994831,"yes"
1998,"Connecticut","All students",231.598304622903,"no"
1998,"Connecticut","American Indian/Alaska Native",NA,"yes"
1998,"Connecticut","American Indian/Alaska Native",NA,"no"
1998,"Connecticut","Asian/Pacific Islander",NA,"yes"
1998,"Connecticut","Asian/Pacific Islander",NA,"no"
1998,"Connecticut","Black",203.086102431451,"yes"
1998,"Connecticut","Black",204.229911372754,"no"
1998,"Connecticut","Hispanic",196.375979118855,"yes"
1998,"Connecticut","Hispanic",200.267159785179,"no"
1998,"Connecticut","Two or more races",NA,"yes"
1998,"Connecticut","Two or more races",NA,"no"
1998,"Connecticut","White",237.454871912575,"yes"
1998,"Connecticut","White",239.329586250051,"no"
2000,"Connecticut","All students",NA,"yes"
2000,"Connecticut","All students",NA,"no"
2000,"Connecticut","American Indian/Alaska Native",NA,"yes"
2000,"Connecticut","American Indian/Alaska Native",NA,"no"
2000,"Connecticut","Asian/Pacific Islander",NA,"yes"
2000,"Connecticut","Asian/Pacific Islander",NA,"no"
2000,"Connecticut","Black",NA,"yes"
2000,"Connecticut","Black",NA,"no"
2000,"Connecticut","Hispanic",NA,"yes"
2000,"Connecticut","Hispanic",NA,"no"
2000,"Connecticut","Two or more races",NA,"yes"
2000,"Connecticut","Two or more races",NA,"no"
2000,"Connecticut","White",NA,"yes"
2000,"Connecticut","White",NA,"no"
2002,"Connecticut","All students",229.381142779797,"yes"
2002,"Connecticut","American Indian/Alaska Native",NA,"yes"
2002,"Connecticut","Asian/Pacific Islander",242.553601607052,"yes"
2002,"Connecticut","Black",206.320231084375,"yes"
2002,"Connecticut","Hispanic",204.349409903046,"yes"
2002,"Connecticut","Two or more races",NA,"yes"
2002,"Connecticut","White",237.44317316604,"yes"
2003,"Connecticut","All students",228.340614955382,"yes"
2003,"Connecticut","American Indian/Alaska Native",NA,"yes"
2003,"Connecticut","Asian/Pacific Islander",231.079342456556,"yes"
2003,"Connecticut","Black",201.286935048153,"yes"
2003,"Connecticut","Hispanic",205.608607479396,"yes"
2003,"Connecticut","Two or more races",NA,"yes"
2003,"Connecticut","White",238.307087826899,"yes"
2005,"Connecticut","All students",225.753019686927,"yes"
2005,"Connecticut","American Indian/Alaska Native",NA,"yes"
2005,"Connecticut","Asian/Pacific Islander",236.159462462872,"yes"
2005,"Connecticut","Black",201.102817287395,"yes"
2005,"Connecticut","Hispanic",203.120883684959,"yes"
2005,"Connecticut","Two or more races",NA,"yes"
2005,"Connecticut","White",234.360186878442,"yes"
2007,"Connecticut","All students",227.203649213779,"yes"
2007,"Connecticut","American Indian/Alaska Native",NA,"yes"
2007,"Connecticut","Asian/Pacific Islander",243.851093898097,"yes"
2007,"Connecticut","Black",203.49486772108,"yes"
2007,"Connecticut","Hispanic",202.854878261644,"yes"
2007,"Connecticut","Two or more races",NA,"yes"
2007,"Connecticut","White",237.579187876285,"yes"
2009,"Connecticut","All students",228.972116699409,"yes"
2009,"Connecticut","American Indian/Alaska Native",NA,"yes"
2009,"Connecticut","Asian/Pacific Islander",239.133588795175,"yes"
2009,"Connecticut","Black",209.049322588858,"yes"
2009,"Connecticut","Hispanic",204.969188500234,"yes"
2009,"Connecticut","Two or more races",NA,"yes"
2009,"Connecticut","White",237.885997105514,"yes"
2011,"Connecticut","All students",227.427304253836,"yes"
2011,"Connecticut","American Indian/Alaska Native",NA,"yes"
2011,"Connecticut","Asian/Pacific Islander",240.826348941269,"yes"
2011,"Connecticut","Black",204.43762020477,"yes"
2011,"Connecticut","Hispanic",203.961250006315,"yes"
2011,"Connecticut","Two or more races",238.04672737148,"yes"
2011,"Connecticut","White",238.698971764211,"yes"
2013,"Connecticut","All students",229.58159936534,"yes"
2013,"Connecticut","American Indian/Alaska Native",NA,"yes"
2013,"Connecticut","Asian/Pacific Islander",245.680926487365,"yes"
2013,"Connecticut","Black",207.819943285949,"yes"
2013,"Connecticut","Hispanic",209.394827900435,"yes"
2013,"Connecticut","Two or more races",NA,"yes"
2013,"Connecticut","White",238.480781465643,"yes"
2015,"Connecticut","All students",228.947543364196,"yes"
2015,"Connecticut","American Indian/Alaska Native",NA,"yes"
2015,"Connecticut","Asian/Pacific Islander",235.357700038736,"yes"
2015,"Connecticut","Black",205.006237526709,"yes"
2015,"Connecticut","Hispanic",210.467990758106,"yes"
2015,"Connecticut","Two or more races",NA,"yes"
2015,"Connecticut","White",239.60127428051,"yes"
2017,"Connecticut","All students",228.35531240737,"yes"
2017,"Connecticut","American Indian/Alaska Native",NA,"yes"
2017,"Connecticut","Asian/Pacific Islander",248.179690892347,"yes"
2017,"Connecticut","Black",209.524478514554,"yes"
2017,"Connecticut","Hispanic",213.021804610724,"yes"
2017,"Connecticut","Two or more races",234.016403187002,"yes"
2017,"Connecticut","White",237.815505490987,"yes"
2019,"Connecticut","All students",224.34981661865,"yes"
2019,"Connecticut","American Indian/Alaska Native",NA,"yes"
2019,"Connecticut","Asian/Pacific Islander",247.699338467027,"yes"
2019,"Connecticut","Black",204.052633131142,"yes"
2019,"Connecticut","Hispanic",203.82380861543,"yes"
2019,"Connecticut","Two or more races",231.344406909766,"yes"
2019,"Connecticut","White",236.856971061607,"yes"
1992,"Delaware","All students",212.92345013738,"no"
1992,"Delaware","American Indian/Alaska Native",NA,"no"
1992,"Delaware","Asian/Pacific Islander",NA,"no"
1992,"Delaware","Black",194.570101161416,"no"
1992,"Delaware","Hispanic",NA,"no"
1992,"Delaware","Two or more races",NA,"no"
1992,"Delaware","White",220.748033899679,"no"
1994,"Delaware","All students",206.389051714292,"no"
1994,"Delaware","American Indian/Alaska Native",NA,"no"
1994,"Delaware","Asian/Pacific Islander",NA,"no"
1994,"Delaware","Black",186.68815067271,"no"
1994,"Delaware","Hispanic",NA,"no"
1994,"Delaware","Two or more races",NA,"no"
1994,"Delaware","White",214.700366035042,"no"
1998,"Delaware","All students",207.040987083531,"yes"
1998,"Delaware","All students",212.00256328748,"no"
1998,"Delaware","American Indian/Alaska Native",NA,"yes"
1998,"Delaware","American Indian/Alaska Native",NA,"no"
1998,"Delaware","Asian/Pacific Islander",NA,"yes"
1998,"Delaware","Asian/Pacific Islander",NA,"no"
1998,"Delaware","Black",188.532761972769,"yes"
1998,"Delaware","Black",197.007686758033,"no"
1998,"Delaware","Hispanic",175.855652775179,"yes"
1998,"Delaware","Hispanic",201.777575865979,"no"
1998,"Delaware","Two or more races",NA,"yes"
1998,"Delaware","Two or more races",NA,"no"
1998,"Delaware","White",218.254002899532,"yes"
1998,"Delaware","White",218.959426149858,"no"
2000,"Delaware","All students",NA,"yes"
2000,"Delaware","All students",NA,"no"
2000,"Delaware","American Indian/Alaska Native",NA,"yes"
2000,"Delaware","American Indian/Alaska Native",NA,"no"
2000,"Delaware","Asian/Pacific Islander",NA,"yes"
2000,"Delaware","Asian/Pacific Islander",NA,"no"
2000,"Delaware","Black",NA,"yes"
2000,"Delaware","Black",NA,"no"
2000,"Delaware","Hispanic",NA,"yes"
2000,"Delaware","Hispanic",NA,"no"
2000,"Delaware","Two or more races",NA,"yes"
2000,"Delaware","Two or more races",NA,"no"
2000,"Delaware","White",NA,"yes"
2000,"Delaware","White",NA,"no"
2002,"Delaware","All students",224.303558406048,"yes"
2002,"Delaware","American Indian/Alaska Native",NA,"yes"
2002,"Delaware","Asian/Pacific Islander",242.327184562195,"yes"
2002,"Delaware","Black",209.260735779659,"yes"
2002,"Delaware","Hispanic",212.160775439326,"yes"
2002,"Delaware","Two or more races",NA,"yes"
2002,"Delaware","White",233.109123147984,"yes"
2003,"Delaware","All students",223.928811406218,"yes"
2003,"Delaware","American Indian/Alaska Native",NA,"yes"
2003,"Delaware","Asian/Pacific Islander",237.603247185466,"yes"
2003,"Delaware","Black",210.768308672507,"yes"
2003,"Delaware","Hispanic",209.188166590279,"yes"
2003,"Delaware","Two or more races",NA,"yes"
2003,"Delaware","White",233.09436375891,"yes"
2005,"Delaware","All students",225.83845909292,"yes"
2005,"Delaware","American Indian/Alaska Native",NA,"yes"
2005,"Delaware","Asian/Pacific Islander",238.791475066967,"yes"
2005,"Delaware","Black",211.677352314007,"yes"
2005,"Delaware","Hispanic",216.445396690727,"yes"
2005,"Delaware","Two or more races",NA,"yes"
2005,"Delaware","White",234.655952344516,"yes"
2007,"Delaware","All students",225.070542301849,"yes"
2007,"Delaware","American Indian/Alaska Native",NA,"yes"
2007,"Delaware","Asian/Pacific Islander",246.459420580973,"yes"
2007,"Delaware","Black",212.566499121731,"yes"
2007,"Delaware","Hispanic",217.784170858255,"yes"
2007,"Delaware","Two or more races",NA,"yes"
2007,"Delaware","White",233.017275318087,"yes"
2009,"Delaware","All students",225.513086784412,"yes"
2009,"Delaware","American Indian/Alaska Native",NA,"yes"
2009,"Delaware","Asian/Pacific Islander",241.9332358626,"yes"
2009,"Delaware","Black",213.012770819382,"yes"
2009,"Delaware","Hispanic",216.173706813947,"yes"
2009,"Delaware","Two or more races",NA,"yes"
2009,"Delaware","White",234.665720702425,"yes"
2011,"Delaware","All students",225.130511094607,"yes"
2011,"Delaware","American Indian/Alaska Native",NA,"yes"
2011,"Delaware","Asian/Pacific Islander",240.089202213635,"yes"
2011,"Delaware","Black",214.584055486233,"yes"
2011,"Delaware","Hispanic",213.536390975361,"yes"
2011,"Delaware","Two or more races",226.756148647967,"yes"
2011,"Delaware","White",233.856394848296,"yes"
2013,"Delaware","All students",225.77165116252,"yes"
2013,"Delaware","American Indian/Alaska Native",NA,"yes"
2013,"Delaware","Asian/Pacific Islander",248.851945854941,"yes"
2013,"Delaware","Black",213.173751524551,"yes"
2013,"Delaware","Hispanic",215.839942694936,"yes"
2013,"Delaware","Two or more races",NA,"yes"
2013,"Delaware","White",234.922436648898,"yes"
2015,"Delaware","All students",223.698696847081,"yes"
2015,"Delaware","American Indian/Alaska Native",NA,"yes"
2015,"Delaware","Asian/Pacific Islander",238.913150993448,"yes"
2015,"Delaware","Black",210.029034395866,"yes"
2015,"Delaware","Hispanic",210.162034862058,"yes"
2015,"Delaware","Two or more races",228.813193863025,"yes"
2015,"Delaware","White",236.124307374361,"yes"
2017,"Delaware","All students",221.482217417377,"yes"
2017,"Delaware","American Indian/Alaska Native",NA,"yes"
2017,"Delaware","Asian/Pacific Islander",249.895219375367,"yes"
2017,"Delaware","Black",209.387655059011,"yes"
2017,"Delaware","Hispanic",209.268548470555,"yes"
2017,"Delaware","Two or more races",224.327308323086,"yes"
2017,"Delaware","White",232.619479496775,"yes"
2019,"Delaware","All students",217.686784683225,"yes"
2019,"Delaware","American Indian/Alaska Native",NA,"yes"
2019,"Delaware","Asian/Pacific Islander",250.869747010085,"yes"
2019,"Delaware","Black",202.815124830502,"yes"
2019,"Delaware","Hispanic",208.893667819011,"yes"
2019,"Delaware","Two or more races",215.214062879576,"yes"
2019,"Delaware","White",229.725465940023,"yes"
1992,"DC","All students",188.139887302877,"no"
